Column 1,Column 2
Redland,E05001997
St. George East,E05001998
St. George West,E05001999
Southmead,E05002000
Southville,E05002001
Stockwood,E05002002
Stoke Bishop,E05002003
Westbury-on-Trym,E05002004
Whitchurch Park,E05002005
Windmill Hill,E05002006
Blagdon and Churchill,E05002009
Clevedon Central,E05002010
Clevedon East,E05002011
Clevedon North,E05002012
Clevedon South,E05002013
Clevedon Walton,E05002014
Clevedon West,E05002015
Clevedon Yeo,E05002016
Congresbury,E05002017
Easton-in-Gordano,E05002018
Gordano,E05002019
Nailsea East,E05002022
Nailsea North and West,E05002023
Pill,E05002024
Portishead Central,E05002025
Portishead Coast,E05002026
Portishead East,E05002027
Portishead Redcliffe Bay,E05002028
Portishead South and North Weston,E05002029
Portishead West,E05002030
Weston-Super-Mare Central,E05002031
Weston-Super-Mare Milton and Old Worle,E05002034
Weston-Super-Mare South,E05002036
Weston-Super-Mare South Worle,E05002037
Weston-Super-Mare West,E05002038
Wraxall and Long Ashton,E05002040
Yatton,E05002042
Almondsbury,E05002043
Bitton,E05002044
Boyd Valley,E05002045
Bradley Stoke Central and Stoke Lodge,E05002046
Bradley Stoke North,E05002047
Bradley Stoke South,E05002048
Charfield,E05002049
Chipping Sodbury,E05002050
Cotswold Edge,E05002051
Dodington,E05002052
Downend,E05002053
Emersons Green,E05002054
Filton,E05002055
Frampton Cotterell,E05002056
Frenchay and Stoke Park,E05002057
Hanham,E05002058
Kings Chase,E05002059
Ladden Brook,E05002060
Longwell Green,E05002061
Oldland Common,E05002062
Parkwall,E05002063
Patchway,E05002064
Pilning and Severn Beach,E05002065
Rodway,E05002066
Severn,E05002067
Siston,E05002068
Staple Hill,E05002069
Stoke Gifford,E05002070
Thornbury North,E05002071
Thornbury South and Alveston,E05002072
Westerleigh,E05002073
Winterbourne,E05002074
Woodstock,E05002075
Yate Central,E05002076
Yate North,E05002077
Budshead,E05002078
Compton,E05002079
Devonport,E05002080
Drake,E05002081
Efford and Lipson,E05002082
Eggbuckland,E05002083
Ham,E05002084
Honicknowle,E05002085
Moor View,E05002086
Peverell,E05002087
Plympton Chaddlewood,E05002088
Plympton Erle,E05002089
Plympton St. Mary,E05002090
Plymstock Dunstone,E05002091
Plymstock Radford,E05002092
St. Budeaux,E05002093
St. Peter and the Waterfront,E05002094
Southway,E05002095
Stoke,E05002096
Sutton and Mount Gould,E05002097
Berry Head-with-Furzeham,E05002098
Blatchcombe,E05002099
Churston-with-Galmpton,E05002100
Clifton-with-Maidenway,E05002101
Cockington-with-Chelston,E05002102
Ellacombe,E05002103
Goodrington-with-Roselands,E05002104
Preston,E05002105
Roundham-with-Hyde,E05002106
St. Marychurch,E05002107
St. Mary's-with-Summercombe,E05002108
Shiphay-with-the-Willows,E05002109
Tormohun,E05002110
Watcombe,E05002111
Wellswood,E05002112
Boscombe East,E05002113
Boscombe West,E05002114
Central,E05002115
East Cliff and Springbourne,E05002116
East Southbourne and Tuckton,E05002117
Kinson North,E05002118
Kinson South,E05002119
Littledown and Iford,E05002120
Moordown,E05002121
Queen's Park,E05002122
Redhill and Northbourne,E05002123
Strouden Park,E05002124
Talbot and Branksome Woods,E05002125
Throop and Muscliff,E05002126
Wallisdown and Winton West,E05002127
West Southbourne,E05002128
Westbourne and West Cliff,E05002129
Winton East,E05002130
Alderney,E05002131
Branksome East,E05002132
Branksome West,E05002133
Broadstone,E05002134
Canford Cliffs,E05002135
Canford Heath East,E05002136
Canford Heath West,E05002137
Creekmoor,E05002138
Hamworthy East,E05002139
Hamworthy West,E05002140
Merley and Bearwood,E05002141
Newtown,E05002142
Oakdale,E05002143
Parkstone,E05002144
Penn Hill,E05002145
Poole Town,E05002146
Barnack,E05002169
Bretton North,E05002170
Bretton South,E05002171
Central,E05002172
Dogsthorpe,E05002173
East,E05002174
Eye and Thorney,E05002175
Fletton and Woodston,E05002176
Glinton and Wittering,E05002177
Newborough,E05002178
North,E05002179
Northborough,E05002180
Orton Longueville,E05002181
Orton Waterville,E05002182
Orton with Hampton,E05002183
Park,E05002184
Paston,E05002185
Ravensthorpe,E05002186
Stanground Central,E05002187
Stanground East,E05002188
Walton,E05002189
Werrington North,E05002190
Werrington South,E05002191
West,E05002192
Barnfield,E05002193
Biscot,E05002194
Bramingham,E05002195
Challney,E05002196
Crawley,E05002197
Dallow,E05002198
Farley,E05002199
High Town,E05002200
Icknield,E05002201
Leagrave,E05002202
Lewsey,E05002203
Limbury,E05002204
Northwell,E05002205
Round Green,E05002206
Saints,E05002207
South,E05002208
Stopsley,E05002209
Sundon Park,E05002210
Wigmore,E05002211
Belfairs,E05002212
Blenheim Park,E05002213
Chalkwell,E05002214
Eastwood Park,E05002215
Kursaal,E05002216
Leigh,E05002217
Milton,E05002218
Prittlewell,E05002219
St. Laurence,E05002220
St. Luke's,E05002221
Shoeburyness,E05002222
Southchurch,E05002223
Thorpe,E05002224
Victoria,E05002225
Westborough,E05002226
West Leigh,E05002227
West Shoebury,E05002228
Aveley and Uplands,E05002229
Belhus,E05002230
Chadwell St. Mary,E05002231
Chafford and North Stifford,E05002232
Corringham and Fobbing,E05002233
East Tilbury,E05002234
Grays Riverside,E05002235
Grays Thurrock,E05002236
Little Thurrock Blackshots,E05002237
Little Thurrock Rectory,E05002238
Ockendon,E05002239
Orsett,E05002240
South Chafford,E05002241
Stanford East and Corringham Town,E05002242
Stanford-le-Hope West,E05002243
Stifford Clays,E05002244
The Homesteads,E05002245
Tilbury Riverside and Thurrock Park,E05002246
Tilbury St. Chads,E05002247
West Thurrock and South Stifford,E05002248
Chatham Central,E05002249
Cuxton and Halling,E05002250
Gillingham North,E05002251
Gillingham South,E05002252
Hempstead and Wigmore,E05002253
Lordswood and Capstone,E05002254
Luton and Wayfield,E05002255
Peninsula,E05002256
Princes Park,E05002257
Rainham Central,E05002258
Rainham North,E05002259
Rainham South,E05002260
River,E05002261
Rochester East,E05002262
Rochester South and Horsted,E05002263
Rochester West,E05002264
Strood North,E05002265
Strood Rural,E05002266
Strood South,E05002267
Twydall,E05002268
Walderslade,E05002269
Watling,E05002270
Ascot,E05002271
Binfield with Warfield,E05002272
Bullbrook,E05002273
Central Sandhurst,E05002274
College Town,E05002275
Crown Wood,E05002276
Crowthorne,E05002277
Great Hollands North,E05002278
Great Hollands South,E05002279
Hanworth,E05002280
Harmans Water,E05002281
Little Sandhurst and Wellington,E05002282
Old Bracknell,E05002283
Owlsmoor,E05002284
Priestwood and Garth,E05002285
Warfield Harvest Ride,E05002286
Wildridings and Central,E05002287
Winkfield and Cranbourne,E05002288
Aldermaston,E05002289
Basildon,E05002290
Birch Copse,E05002291
Bucklebury,E05002292
Burghfield,E05002293
Calcot,E05002294
Chieveley,E05002295
Clay Hill,E05002296
Cold Ash,E05002297
Compton,E05002298
Downlands,E05002299
Falkland,E05002300
Greenham,E05002301
Hungerford,E05002302
Kintbury,E05002303
Lambourn Valley,E05002304
Mortimer,E05002305
Northcroft,E05002306
Pangbourne,E05002307
Purley on Thames,E05002308
St. Johns,E05002309
Speen,E05002310
Sulhamstead,E05002311
Thatcham Central,E05002312
Thatcham North,E05002313
Thatcham South and Crookham,E05002314
Thatcham West,E05002315
Theale,E05002316
Victoria,E05002317
Westwood,E05002318
Abbey,E05002319
Battle,E05002320
Caversham,E05002321
Church,E05002322
Katesgrove,E05002323
Kentwood,E05002324
Mapledurham,E05002325
Minster,E05002326
Norcot,E05002327
Park,E05002328
Peppard,E05002329
Redlands,E05002330
Southcote,E05002331
Thames,E05002332
Tilehurst,E05002333
Whitley,E05002334
Baylis and Stoke,E05002335
Britwell,E05002336
Central,E05002337
Chalvey,E05002338
Cippenham Green,E05002339
Cippenham Meadows,E05002340
Colnbrook with Poyle,E05002341
Farnham,E05002342
Foxborough,E05002343
Haymill,E05002344
Kedermister,E05002345
Langley St. Mary's,E05002346
Upton,E05002347
Wexham Lea,E05002348
Ascot and Cheapside,E05002349
Belmont,E05002350
Bisham and Cookham,E05002351
Boyn Hill,E05002352
Bray,E05002353
Castle Without,E05002354
Clewer East,E05002355
Clewer North,E05002356
Clewer South,E05002357
Cox Green,E05002358
Datchet,E05002359
Eton and Castle,E05002360
Eton Wick,E05002361
Furze Platt,E05002362
Horton and Wraysbury,E05002363
Hurley and Walthams,E05002364
Maidenhead Riverside,E05002365
Old Windsor,E05002366
Oldfield,E05002367
Park,E05002368
Pinkneys Green,E05002369
Sunningdale,E05002370
Sunninghill and South Ascot,E05002371
Arborfield,E05002372
Barkham,E05002373
Bulmershe and Whitegates,E05002374
Charvil,E05002375
Coronation,E05002376
Emmbrook,E05002377
Evendons,E05002378
Finchampstead North,E05002379
Finchampstead South,E05002380
Hawkedon,E05002381
Hillside,E05002382
Hurst,E05002383
Loddon,E05002384
Maiden Erlegh,E05002385
Norreys,E05002386
"Remenham, Wargrave and Ruscombe Ward",E05002387
Shinfield North,E05002388
Shinfield South,E05002389
Sonning,E05002390
South Lake,E05002391
Swallowfield,E05002392
Twyford,E05002393
Wescott,E05002394
Winnersh,E05002395
Wokingham Without,E05002396
Bletchley and Fenny Stratford,E05002397
Bradwell,E05002398
Campbell Park,E05002399
Danesborough,E05002400
Denbigh,E05002401
Eaton Manor,E05002402
Emerson Valley,E05002403
Furzton,E05002404
Hanslope Park,E05002405
Linford North,E05002406
Linford South,E05002407
Loughton Park,E05002408
Middleton,E05002409
Newport Pagnell North,E05002410
Newport Pagnell South,E05002411
Olney,E05002412
Sherington,E05002413
Stantonbury,E05002414
Stony Stratford,E05002415
Walton Park,E05002416
Whaddon,E05002417
Wolverton,E05002418
Woughton,E05002419
Brunswick and Adelaide,E05002420
Central Hove,E05002421
East Brighton,E05002422
Goldsmid,E05002423
Hangleton and Knoll,E05002424
Hanover and Elm Grove,E05002425
Hollingdean and Stanmer,E05002426
Moulsecoomb and Bevendean,E05002427
North Portslade,E05002428
Patcham,E05002429
Preston Park,E05002430
Queen's Park,E05002431
Regency,E05002432
Rottingdean Coastal,E05002433
St. Peter's and North Laine,E05002434
South Portslade,E05002435
Hove Park,E05002436
Westbourne,E05002437
Wish,E05002438
Withdean,E05002439
Woodingdean,E05002440
Baffins,E05002441
Central Southsea,E05002442
Charles Dickens,E05002443
Copnor,E05002444
Cosham,E05002445
Drayton and Farlington,E05002446
Eastney and Craneswater,E05002447
Fratton,E05002448
Hilsea,E05002449
Milton,E05002450
Nelson,E05002451
Paulsgrove,E05002452
St. Jude,E05002453
St. Thomas,E05002454
Bargate,E05002455
Bassett,E05002456
Bevois,E05002457
Bitterne,E05002458
Bitterne Park,E05002459
Coxford,E05002460
Freemantle,E05002461
Harefield,E05002462
Millbrook,E05002463
Peartree,E05002464
Portswood,E05002465
Redbridge,E05002466
Shirley,E05002467
Sholing,E05002468
Swaythling,E05002469
Woolston,E05002470
Backwell,E05008601
Banwell and Winscombe,E05008602
Hutton and Locking,E05008603
Kewstoke,E05008604
Weston-Super-Mare Clarence and Uphill,E05008605
Weston-Super-Mare East,E05008606
Weston-Super-Mare North Worle,E05008607
Winford,E05008608
Wrington,E05008609
Alderley Edge,E05008610
Alsager,E05008611
Audlem,E05008612
Bollington,E05008613
Brereton Rural,E05008614
Broken Cross and Upton,E05008615
Bunbury,E05008616
Chelford,E05008617
Congleton East,E05008618
Congleton West,E05008619
Crewe Central,E05008620
Crewe East,E05008621
Crewe North,E05008622
Crewe St. Barnabas,E05008623
Crewe South,E05008624
Crewe West,E05008625
Dane Valley,E05008626
Disley,E05008627
Gawsworth,E05008628
Handforth,E05008629
Haslington,E05008630
High Legh,E05008631
Knutsford,E05008632
Leighton,E05008633
Macclesfield Central,E05008634
Macclesfield East,E05008635
Macclesfield Hurdsfield,E05008636
Macclesfield South,E05008637
Macclesfield Tytherington,E05008638
Macclesfield West and Ivy,E05008639
Middlewich,E05008640
Mobberley,E05008641
Nantwich North and West,E05008642
Nantwich South and Stapeley,E05008643
Odd Rode,E05008644
Poynton East and Pott Shrigley,E05008645
Poynton West and Adlington,E05008646
Prestbury,E05008647
Sandbach Elworth,E05008648
Sandbach Ettiley Heath and Wheelock,E05008649
Sandbach Heath and East,E05008650
Sandbach Town,E05008651
Shavington,E05008652
Sutton,E05008653
Willaston and Rope,E05008654
Wilmslow Dean Row,E05008655
Wilmslow East,E05008656
Wilmslow Lacey Green,E05008657
Wilmslow West and Chorley,E05008658
Wistaston,E05008659
Wrenbury,E05008660
Wybunbury,E05008661
Blacon,E05008662
Boughton,E05008663
Chester City,E05008664
Chester Villages,E05008665
Davenham and Moulton,E05008666
Dodleston and Huntington,E05008667
Ellesmere Port Town,E05008668
Elton,E05008669
Farndon,E05008670
Frodsham,E05008671
Garden Quarter,E05008672
Gowy,E05008673
Grange,E05008674
Great Boughton,E05008675
Handbridge Park,E05008676
Hartford and Greenbank,E05008677
Helsby,E05008678
Hoole,E05008679
Kingsley,E05008680
Lache,E05008681
Ledsham and Manor,E05008682
Little Neston and Burton,E05008683
Malpas,E05008684
Marbury,E05008685
Neston,E05008686
Netherpool,E05008687
Newton,E05008688
Parkgate,E05008689
Rossmore,E05008690
St. Paul's,E05008691
Saughall and Mollington,E05008692
Shakerley,E05008693
Strawberry,E05008694
Sutton,E05008695
Tarporley,E05008696
Tarvin and Kelsall,E05008697
Tattenhall,E05008698
Upton,E05008699
Weaver and Cuddington,E05008700
Whitby,E05008701
Willaston and Thornton,E05008702
Winnington and Castle,E05008703
Winsford Over and Verdin,E05008704
Winsford Swanlow and Dene,E05008705
Winsford Wharton,E05008706
Witton and Rudheath,E05008707
Abbey Hulton and Townsend,E05008714
"Baddeley, Milton and Norton Ward",E05008715
Bentilee and Ubberley,E05008716
Birches Head and Central Forest Park,E05008717
Blurton East,E05008718
Blurton West and Newstead,E05008719
Boothen and Oak Hill,E05008720
Bradeley and Chell Heath,E05008721
Broadway and Longton East,E05008722
Burslem Central,E05008723
Burslem Park,E05008724
Dresden and Florence,E05008725
Eaton Park,E05008726
Etruria and Hanley,E05008727
Fenton East,E05008728
Fenton West and Mount Pleasant,E05008729
Ford Green and Smallthorne,E05008730
Goldenhill and Sandyford,E05008731
Great Chell and Packmoor,E05008732
Hanford and Trentham,E05008733
Hanley Park and Shelton,E05008734
Hartshill and Basford,E05008735
Hollybush and Longton West,E05008736
Joiner's Square,E05008737
Lightwood North and Normacot,E05008738
Little Chell and Stanfield,E05008739
Meir Hay,E05008740
Meir North,E05008741
Meir Park,E05008742
Meir South,E05008743
Moorcroft,E05008744
Penkhull and Stoke,E05008745
Sandford Hill,E05008746
Sneyd Green,E05008747
Springfields and Trent Vale,E05008748
Tunstall,E05008749
Weston Coyney,E05008750
Brickhill,E05008751
Bromham and Biddenham,E05008752
Castle,E05008753
Cauldwell,E05008754
Clapham,E05008755
De Parys,E05008756
Eastcotts,E05008757
Elstow,E05008758
Goldington,E05008759
Great Barford,E05008760
Harpur,E05008761
Harrold,E05008762
Kempston Central and East,E05008763
Kempston North,E05008764
Kempston Rural,E05008765
Kempston South,E05008766
Kempston West,E05008767
Kingsbrook,E05008768
Newnham,E05008769
Oakley,E05008770
Putnoe,E05008771
Queens Park,E05008772
Riseley,E05008773
Sharnbrook,E05008774
Wilshamstead,E05008775
Wootton,E05008776
Wyboston,E05008777
Ampthill,E05008778
Arlesey,E05008779
Aspley and Woburn,E05008780
Barton-le-Clay,E05008781
Biggleswade North,E05008782
Biggleswade South,E05008783
Caddington,E05008784
Cranfield and Marston Moretaine,E05008785
Dunstable-Central,E05008786
Dunstable-Icknield,E05008787
Dunstable-Manshead,E05008788
Dunstable-Northfields,E05008789
Dunstable-Watling,E05008790
Eaton Bray,E05008791
Flitwick,E05008792
Heath and Reach,E05008793
Houghton Conquest and Haynes,E05008794
Houghton Hall,E05008795
Leighton Buzzard North,E05008796
Leighton Buzzard South,E05008797
Linslade,E05008798
Northill,E05008799
Parkside,E05008800
Potton,E05008801
Sandy,E05008802
Shefford,E05008803
Silsoe and Shillington,E05008804
Stotfold and Langford,E05008805
Tithe Farm,E05008806
Toddington,E05008807
"Westoning, Flitton and Greenfield Ward",E05008808
Burn Valley,E05008942
De Bruce,E05008943
Fens and Rossmere,E05008944
Foggy Furze,E05008945
Hart,E05008946
Headland and Harbour,E05008947
Jesmond,E05008948
Manor House,E05008949
Rural West,E05008950
Seaton,E05008951
Victoria,E05008952
Blunsdon and Highworth,E05008953
Central,E05008954
Chiseldon and Lawn,E05008955
Covingham and Dorcan,E05008956
Eastcott,E05008957
Gorse Hill and Pinehurst,E05008958
Haydon Wick,E05008959
"Liden, Eldene and Park South Ward",E05008960
Lydiard and Freshbrook,E05008961
Mannington and Western,E05008962
Old Town,E05008963
Penhill and Upper Stratton,E05008964
Priory Vale,E05008965
Ridgeway,E05008966
Rodbourne Cheney,E05008967
St. Andrews,E05008968
St. Margaret and South Marston,E05008969
Shaw,E05008970
Walcot and Park North,E05008971
Wroughton and Wichelstowe,E05008972
Dyce/Bucksburn/Danestone Ward,S13002476
Bridge of Don Ward,S13002477
Kingswells/Sheddocksley Ward,S13002478
Northfield Ward,S13002479
Hilton/Stockethill Ward,S13002480
Tillydrone/Seaton/Old Aberdeen Ward,S13002481
Midstocket/Rosemount Ward,S13002482
George St/Harbour Ward,S13002483
Lower Deeside Ward,S13002484
Hazlehead/Ashley/Queens Cross Ward,S13002485
Airyhall/Broomhill/Garthdee Ward,S13002486
Torry/Ferryhill Ward,S13002487
Kincorth/Loirston Ward,S13002488
Banff and District Ward,S13002489
Troup Ward,S13002490
Fraserburgh and District Ward,S13002491
Central Buchan Ward,S13002492
Peterhead North and Rattray Ward,S13002493
Peterhead South and Cruden Ward,S13002494
Turriff and District Ward,S13002495
Mid Formartine Ward,S13002496
Ellon and District Ward,S13002497
West Garioch Ward,S13002498
Inverurie and District Ward,S13002499
East Garioch Ward,S13002500
Westhill and District Ward,S13002501
"Huntly, Strathbogie and Howe of Alford Ward",S13002502
"Aboyne, Upper Deeside and Donside Ward",S13002503
Banchory and Mid Deeside Ward,S13002504
North Kincardine Ward,S13002505
Stonehaven and Lower Deeside Ward,S13002506
Mearns Ward,S13002507
Kirriemuir and Dean Ward,S13002508
Brechin and Edzell Ward,S13002509
Forfar and District Ward,S13002510
Carnoustie and District Ward,S13002512
Arbroath West and Letham Ward,S13002513
Arbroath East and Lunan Ward,S13002514
Montrose and District Ward,S13002515
South Kintyre Ward,S13002516
Kintyre and the Islands Ward,S13002517
Mid Argyll Ward,S13002518
Oban South and the Isles Ward,S13002519
Oban North and Lorn Ward,S13002520
Cowal Ward,S13002521
Dunoon Ward,S13002522
Isle of Bute Ward,S13002523
Lomond North Ward,S13002524
Helensburgh Central Ward,S13002525
Helensburgh and Lomond South Ward,S13002526
Clackmannanshire West Ward,S13002527
Clackmannanshire North Ward,S13002528
Clackmannanshire Central Ward,S13002529
Clackmannanshire South Ward,S13002530
Clackmannanshire East Ward,S13002531
Stranraer and North Rhins Ward,S13002532
Wigtown West Ward,S13002533
Mid Galloway Ward,S13002534
Dee Ward,S13002535
Castle Douglas and Glenkens Ward,S13002536
Abbey Ward,S13002537
North West Dumfries Ward,S13002538
Mid and Upper Nithsdale Ward,S13002539
Lochar Ward,S13002540
Nith Ward,S13002541
Annandale South Ward,S13002542
Annandale North Ward,S13002543
Annandale East and Eskdale Ward,S13002544
Strathmartine Ward,S13002545
Lochee Ward,S13002546
West End Ward,S13002547
Coldside Ward,S13002548
Maryfield Ward,S13002549
East End Ward,S13002551
The Ferry Ward,S13002552
Annick Ward,S13002553
Kilmarnock North Ward,S13002554
Kilmarnock West and Crosshouse Ward,S13002555
Kilmarnock East and Hurlford Ward,S13002556
Kilmarnock South Ward,S13002557
Irvine Valley Ward,S13002558
Ballochmyle Ward,S13002559
Cumnock and New Cumnock Ward,S13002560
Doon Valley Ward,S13002561
Milngavie Ward,S13002562
Bearsden North Ward,S13002563
Bearsden South Ward,S13002564
Campsie and Kirkintilloch North Ward,S13002565
Bishopbriggs North and Torrance Ward,S13002566
Lenzie and Kirkintilloch South Ward,S13002568
Kirkintilloch East and Twechar Ward,S13002569
Musselburgh West Ward,S13002570
Musselburgh East and Carberry Ward,S13002571
Preston/Seton/Gosford Ward,S13002572
Fa'side Ward,S13002573
North Berwick Coastal Ward,S13002574
Haddington and Lammermuir Ward,S13002575
Dunbar and East Linton Ward,S13002576
"Neilston, Uplawmoor and Newton Mearns North Ward",S13002577
